review,note
passabl l'accueil personnel propriet pens qu'il manqu personnel,0.0
passabl monsieur accueil gentil douch toilet pas savon rien pas aim rien photo,0.0
arriv tard minuit j'ai aller cherch clé l'hôtet côt sall bain ferm couloir étroit impress d'êtr enferm,0.0
recommand pas adress proxim gar beaucoup chos cass chambr tâch douteux sommi voisin brui réserv arrang moisissur chambr cuisin sal bref séjour décev,0.0
décev personnel agréabl chambr pitoi poussi cinqu an franch pas genr critiqu carr honteux,0.0
brui aucun insonoris,0.0
moyen styl famill lit jai demand grand lit jai lir coll jai demand chang dit socup rien jai fin abandon jamain tj kon veut part rest etait nic,0.0
décev,0.0
décev,0.0
rapid tant mieux rien gross odeur fum chambr pas climatis,0.0
passabl,0.0
passabl,0.0
décev vaut pas prix fuit douch dessus chambr,0.0
passabl proxim tour eiffel l'aspect intérieur l'hôtel chambr déco refait neuf l'insonoris chambr rapport qualité-prix l'aspect extérieur l'hôtel,0.0
hôtel fuir nuit pet déjeun beaucoup cher rapport qualité/prix rien hôtel fuir tout jamb personnel antipath hôtel sal rest nuit lir pas ref couvr lir tach j'ai constat pet bouton corp punais séjour horribl situat géograph plutôt bon puisqu hôtel situ entre gar lyon bastill,0.0
passabl gros souc acceuil indiqu restaur lart minut heur march reven cherch voitur repart restaur lart pris froid il faudr personnel plus attent demand client pas répondr port quoi,0.0
hont fass proposit prix tourist étrang douch correct matel chambr minuscul décor surann rideau sal défraîch moquet sal sall bain microscop lavabo taill lav main toilet not fort choqu vend tel chambr euros pourr trouv imagin pet vill développ bien exist heureux pas plein paris personnel ras plutôt aimabl arriv minuit repart lendemain matin contact,0.0
passabl,0.0
campanil recommand pas confianc campanil coeur promenad anglais part commun agreabl chambr tre pet campanil menu ete decr certain prix puis ete factur prix superieur lorsqu essay d'expliqu situat l'accueil reproch confianc personnel campanil ailleur prix chambr etait negoc bookingcom certain prix final ajout euro prix expliqu enfin acun factur ete remis detail prix charg bref exprienc perdr confianc chain campanil,0.0
stag prépar résist tapag nocturn seul point posit c'est chambr bien dépann rest rien canicul beaucoup cepend quarti brui douch mois côt lir l'état chambr laiss clair désir personnel l'accueil c'est montr sympath bien local limit chambr auberg jeuness fait pet budget valu nuit blanch départ tôt lendemain trajet long qualit install quarti brui surtout manqu d'hygien l'état meubl,0.0
passabl confort propret moyen,0.0
décev douch chambr prix,0.0
liter sall bain hôtel réfect etag pas inform sit hôtel souhait dédommag merc compréhens,0.0
assez médiocr rien,0.0
décev rien côt métro tre sal désordon,0.0
évit petit déjeun pas parking contrair annonc oblig trouv parking derni minut rapport bagag traver trottoir circul propret laiss désir niveau chambr,0.0
nuit court difficil accueil rapid trait administr acces chambr factur bruit taill chambr permettr pas travaill correct dorm correct impress dorm voisin,0.0
résident moýen pein propr,0.0
déçu réactiv personnel réserv suit m'attend pas chambr coll rout fréquent pouv pas ouvr fenêtr profit ter bruit voitur,0.0
don pas envi dorm serein prix étag ascenseur chambr d'aspect sal mauv goût vétust bruit voisinag ru salet douch bouch fuit j'ai cru j'all inond chambr liter premi prix,0.0
décev emplac propret piscin rapport/qual prix niveau pet dej lir manqu drap,0.0
assez médiocr pet déjeun emplac :bien petitess coin lavabo manqu d'étager sous glac rangements vêt pas pratiqu,0.0
pas rest nuit plus chambr pet don foret insect moustiqu chambr fais pens chambr cliniqu amélior pas charm pas saveur,0.0
chang hôtel allez ibis montmartr decu emplac etat hotel,0.0
passabl,0.0
décev tarif pai chambr supérieur personnel sympath souri situat géograph ensembl chambr revoir pas climatis propret nombreux tâch mur plaqu cuisson vétust sal moisissur sall bain défaut sécur niveau appliqu risqu electrocu brûlur nombreux accessoir défectu,0.0
décev personnel lacceuil tre désagré arriv pas d'insonoris c'et l'horreur pourt n'ai pas sommeil leg entend vrai recommand pas cher larg mieu,0.0
passabl,0.0
remettr plus pied là-b 300euro foutu l'air seul chos j'ai aim cousin vrai déjeun charcuter porc fruit pas mur,0.0
passabl l'emplac idéal rapport qualit prix nul hôtel vétust façad ascenseur fonction l'hôtel périod estival wi-f moyen pann téléphon chambr ains l'hôtel non résolu douch fonction pas besoin d'intervent d'un technicien bref séjour jour jour nécessair d'un intervent beaucoup client plaind demand chang chambr odeur dégoût import command vi booking chambr vu vill chambr vu canalis falloir négoci quelqu chos conform command personnel plain situat l'hôtel étoil compl pdj piscin situat géograph l'hôtel rest formid top malheur seul point posit rest désastr hôtel vaut absolu pas étoil,0.0
décev résident vieil mal entretenu,0.0
assez médiocr,0.0
décev,0.0
passabl,0.0
nul rest pol pas grand'chos chambr don pet cour serv dépot sac ling sal matériel nettoyag chambr bruit tout nuit ven d'un chambr d'un appart touch chambr pens prix affich recept 144€ croit rev sall bain bouff pas moisissuremem prix 55€ n'est pas justifi don bon imag pari n'est pas parcequ prix n'est pas élev l'on néglig propret l'hygien,0.0
hotel bien situ centr vill vaut mieux pass seul nuit proximit centr vill hygien drap pas chang pend nuit suiteling toilet non chang pend nuitsoreiller tach housseswc degrad cuvet mal fixéepropret sol laiss desir,0.0
bien séjour court emplac liter produir toilet prix cloison fin chambr sall bain pet médiocr port sall bain coul intim,0.0
assez médiocr ref pas accueil pet déjeun tir ver bas demand précis ten pas côt ru accueil limit ling toilet pas suffis brui pet déjeun pain mi krisptoll croiss plus industriel plus valu 23€ supplémentair pet déjeun enfin déçut,0.0
décev wif chambr parking ferm digicod soir brui matin rout côt douch pet difficil retourn boug lav rideau coll peau cogn femm ménag ouvr port toqu,0.0
passabl,0.0
log médiocr drap propr serviet chang jour climatis fonction pas chambr fort odeur tabac j'ai chang chambr non-respect réserv problem d'électr odeur nauséabond fin bref problem,0.0
décev liter correcte/possibil parking ascenseur réguli service/sall bain sal champignon humidité/personnel accueil /sall déjeun sale/p suiv rempl buffet déjeun,0.0
assez médiocr port croir sit acces spa illim privat pas acced guis preuv pas aller,0.0
passabl,0.0
auster intéret l'emplac personnel désagré chambr pet mauv liter,0.0
décev baignoir personnel n'et pas chaleur jusqu 00h arriv accueil enfin attend demand coup champagn sal rapport l'accueil pas d'excus rien j'ai coup aller don verr ven qu'il plus utilis propr photos pas vrai conform attent lor visionag photo trouv vrai cher c'et,0.0
passabl pommeau immens douch fix plafond demand plusieur repris personnel fourn bonnet bain refus précis client chambr pet etag refus chambr côt gar hôtel pas complet comm habitud jeun homm déjà affair désagré,0.0
passabl pet déjeun disposit chambr,0.0
assez médiocr pet déjeun chambr non conform descript petit lit lieu lit doubl demand cart cred débit arriv dev serv uniqu empreint occup réserv cens invit hôtel étoil don bref hôtel recommand pas publiqu carr mensonger rien voir photo propose,0.0
décev,0.0
horribl imag sit correspond pas réalit chambr vieil pas propr sall bain disast,0.0
pas reproduir l'emplac l'hotel entendon bruit chambr voisin plus dimanch matin regl compt entre coupl s'est produit couloir pouvoir celui c'est renouvel coup,0.0
moyen pas pet dejeun faut préven viel l'ascenseur pet pas escali secour cas d'incend,0.0
assez médiocr,0.0
pas dign d'un trois étoil horm l'emplac calm malgr l'emplac etat chambr port serviet rouill moquet couloir chang manqu pet déjeun,0.0
passabl hôtel fac cimeti pas top,0.0
assez médiocr liter confort bien situ centr bocc quarti cann march peut-êtr appréci accept salet vétust concern fin séjour hôtel point posit honnêtet rembours nuit rest appart sal miet étager cheveux sall bain vaissel non lav vétust parking inaccessibl d'avoir pet voitur,0.0
passabl qualit liter lumi cour interieur rest allum tout nuit bruit machin lav tourn tout nuit,0.0
assez médiocr,0.0
assez médiocr fais froid chauffag fonction c'est dommag c'et second rend établ,0.0
assez médiocr hôtel traval rénov poussi moquet sal couloir escali climatis fonction pas chambr fais degr jour-là pari,0.0
sympath attenos reserv possibl merc,0.0
passabl liter correct bouilloir caf thé douch fui d'où tapis sol tremp inutil cabin douch exigu,0.0
tre moyen hotel brui pas rideau douch piqu tout nuit sais quoi,0.0
retourn jam assez proch l'aéroport accueil médiocr pas recept depart grill ferm ouvr portail retard l'aéroport propret vetust chambr bruit,0.0
sauf rien accueil lament appart climatis chambr fond fenêtr air équip vieux seul ventil appart propret bacl miet sol préfer perdr l'argent part plutôt rest c'et inadmissibl point vrai courag gueul recommand vrai pas sauf jour dev cadeau empoison offrez séjour bas,0.0
admissibl nuit rustiqu sall mang pet déjeun sobr calm malgr l'emplac traval indispens cour équip chambr confort lit compos électr général surtout appareil éclairag,0.0
conseil pas établ personnel mal pol pas bonjour pas sourir restaur mauv,0.0
décev zon pas tre recommand douch couloir commun pas tre hygien,0.0
hôtel moyen bien plac restaur proxim pet déjeun moyen pain pas frai chambr impossibl ferm fenêtr chauffag max pouvoir regl degr ext tomb bien fenêtr ferm pas pas écolo,0.0
absolu prix versus qualit pas pet dejaun traval mobili bas gamm escali sal bac douch sal,0.0
passabl emplac étroitess chambr pet déjeun,0.0
assez médiocr rien aim établ chambr pet rapport prix cher pas savon douch toilet serviet wif march pas capt pas routeur loin pas verr chambr boir eau,0.0
décev l'emplac n'avon pas appréci chambr sall bain vetust grand manqu propret joint douch noir peintur chambr tach,0.0
retroun pas chambr pas mal trouv c'est cher localis servic propos bar pai plus prévu aperçu plus tard serveur bar beaucoup invest suit tâch j'ai commis j'ai retir drap catastroph plein cheveux tâch l'alais lit,0.0
assez médiocr,0.0
assez médiocr lit inconfort,0.0
passabl,0.0
décev traval,0.0
chambr inconfort pet mal chauff emplac inconfort chambr,0.0
décev,0.0
assez médiocr,0.0
n'et l'hôtel dorm n'aur pas aim vacanc emplac central pratiqu déplac pied premi chambr brui l'escali exigu chag effectu chambr calm plus spacieux sombr,0.0
séjour inconfort emplac accueil personnel liter propret chambr don appareil clim humid mur moquet décoll faïenc bac douch abîm bruit blanchisser nuit absenc décor couvr lit tach,0.0
assez médiocr emplac acceuil,0.0
assez médiocr,0.0
catastroph rest pein impossibl dorm caus chaleur mar allé voir réception savoir pouvion ventil répondu qu'il sav qu'il fais chaud qu'il n'av pas solut précis qu'il impossibl d'ouvr fenêtr péripher bas fenêtr pens circonst qu'il prélev pas mont chambr plutôt cool appréci,0.0
décev,0.0
personnel sec concili prend pas info,0.0
passabl,0.0
mauv lisy heberg mauv servicemauv,0.0
passabl isol,0.0
décev question réception demand s'est bien pass effectu réserv booking j'ai influenc avis post hôtel flatteur arriv l'hôtel enthousiasm s'est suit éteint l'hotel traval n'et pas réjou arriv néanmoin stupeur s'est empar lor l'arriv chambr situ 1er etag celle-c minuscul compar photo flatteux sit mobili ancien pas entretenu not douch moisissur constat l'appareil fix douch serv délivr savon cass plus désagré problem d'insonoris celle-c inexist passag couloir pres port fair trembl sol mur lorsqu port chambr côt ferm bruit pas chambr dessus perceptibl difficult fais trembl plafond l'utilis chass d'eau chambr voisin déclench énorm bruit d'évacu inutil dir qu'en plein nuit agréabl entendr fin diatrib sonoris bruit extérieur audibl regard l'entr l'hôtel plaqu mention trois étoil obten celle-c dat valabl cinq an temp d'effectu nouveau évalu expérient désagré heureux vill toulous charm beaut compens,0.0
décev l'emplac chambr sal n'ont pas chang drap pendr séjour,0.0
mitig emplac bien situ pres péripher quarti douteux soir pratiqu plus confort wif accueil pas accueil soir arriv parking réserv dis uniqu plac l'arriv réserv plac chambr laiss désir perd parfois ensuit c'est l'imag disparaîtr petit-déjeun pas beaucoup choix œuf brouill l'eau équip liter coussin pet,0.0
assez médiocr,0.0
recommandon pas hotel rien chambr pet propret laiss désir trouv punais lit chambr don ru pass beaucoup bruit nuit lit pas,0.0
décev,0.0
décev l'établ mérit rafraîch c'est limit propr radiateur rouill vaissel piteux,0.0
recommand pas hôtel situat géograph gar relat facil proxim ménag pas chambr bien liber piec environ 9h30 jusqu 15h00 contact récept indiqu personnel ménag quitt établ voilà ménag pas serviet quantit insuffis pas chang,0.0
assez médiocr,0.0
décev emplac propret lieu pet déjeun,0.0
séjour bien part chambr pas propr personnel agréabl écout pet déjeun choix propret ménag revoir chambr sal,0.0
