nom,pays,favorite,titre,bons_points,mauvais_points,note,type_etablissement,lieu,note_etablissement
Stephane,Bélgica,0,Bien,"Personnel attentif et serviable. Emplacement central à proximité des transports publics, de parkings, de restaurants... Hôtel calme.",Chambre exiguë (comme souvent dans Paris) et store défaillant. Trop peu de tables pour le petit-déjeuner.,"7,0",Hotel,París," 8,2 "
Julie,Francia,0,Bien,"Hôtel classique, bien situé, bon rapport qualité prix sur notre séjour, personnel très sympathique.
Notre chambre donnait sur la rue mais nous n'avons pas été gênés par le bruit.
Bonne literie.",La salle du petit déjeuner est exigüe et saturée à l'heure de pointe,"7,0",Hotel,París," 8,2 "
Julie,Francia,0,Excepcional,Le personnel était agréable et le petit déjeuner largement fourni.,None,"9,6",Hotel,París," 8,2 "
Florence,Francia,0,Impeccable pour une nuit entre 2 journées touristiques au coeur de Paris.,"L'emplacement, la propreté, le confort de la literie.",Chambre relativement petite mais propre et suffisante. Mes seuls reproches sont que ma réservation précisait lit en 180 et que ce n'était pas le cas et surtout un manque d'insonorisation. Le petit dej était bien mais pas exceptionnel.,"8,0",Hotel,París," 8,2 "
Nicole,Francia,1,Séjour de travail très agréable.,L'accueil sympathique.,L'exiguité de la salle du petit déjeuner et l'état de propreté du sol à mon arrivée (le ménage a été très bien fait le deuxième jour.),"9,0",Hotel,París," 8,2 "
Denis,Francia,0,Séjour agréable,"Personnel très agréable 
Hôtel très bien situé","Un peu bruyant 
La salle du petit déjeuner est petite","8,0",Hotel,París," 8,2 "
Florian,Francia,0,"Propre, calme, prix très abordable pour la qualité de la prestation. Je recommande.","Arrivée 24/24, personnel très souriant et agréable, petit déjeuner avec des produits de qualité, gérante très agréable, grande propreté.",RAS,"8,0",Hotel,París," 8,2 "
Gilles,Francia,0,Fantástico,"Très bien. Very good. Bien placé, propre, accueillant.",None,"9,0",Hotel,París," 8,2 "
Charlène,Francia,0,Fabuloso,"La réception était ouverte 24/24 ce qui est très pratique pour les arrivées très tardives. 
Le personnel est agréable et à l’écoute.
Le mini bar de la chambre est bien fourni et non facturé en supplément ce qui est un +","Le petit déjeuner en chambre n’a pas été fait alors qu’on nous avait indiqué que cela était possible.
Pas de late check out disponible","8,8",Hotel,París," 8,2 "
Gilles,Francia,0,Muy bien,La gentillesse du personnel et l’emplacement,Les chambres assez petites mais bien aménagées,"8,3",Hotel,París," 8,2 "
Eric,Francia,0,De passage à paris,"Emplacement idéal, très proche de la place république",None,"9,6",Hotel,París," 8,2 "
Cyril,Francia,0,"Un pied à terre propre, calme et bien situé","La chambre était très calme et très silencieuse, même si elle donnait sur la rue de Turbigot. La literie était de bonne qualité et la salle de bain petite mais propre et très agréable. Le personnel était nombreux et très agréable.","Les moquettes du couloir étaient fatiguées, mais des travaux semblaient programmés (escaliers protégés par des bâches).","8,0",Hotel,París," 8,2 "
Jean-philippe,Francia,0,Bon rapport qualité prix pour une nuit danhs le quartier des Halles,"Très bien situé près des halles ,accueil très agréable ,confortable ,bonne literie ,salle de bains fonctionnelle",Un peu bruyant vers 6 h du matin pour les chambres situées sur la rue et on entend le métro !,"7,0",Hotel,París," 8,2 "
Marc,Francia,0,Très bon séjour,Personnel très accueillant. Propreté et confort de la chambre. Très bien situé à 2 pas de la République.,Rien,"8,0",Hotel,París," 8,2 "
Robert,Francia,0,Fantástico,"Tres bon hotel. Propre, silencieux. Ptit dej impeccable. Personnel pro.",Rien,"9,0",Hotel,París," 8,2 "
Christophe,Francia,0,Excepcional,Calme et bien situé.,None,"9,6",Hotel,París," 8,2 "
Dominique,Francia,0,J’ai déjà tt dit excellent rapport qualité prix,"Compte tenu du prix de la chambre 
Petit déjeuner très bien 
Personnel super aimable",Rien à ajouter,"9,0",Hotel,París," 8,2 "
Anais,Francia,0,Fantástico,"Emplacement idéal pour naviguer dans la ville, personnel agréable, chambre très propre et literie confortable. Cet hôtel reste un très bon rapport qualité prix.",Mauvaise isolation sonore avec la rue et les chambres voisines,"9,2",Hotel,París," 8,2 "
Jean-luc,Francia,0,Bien,Proche de mes rendez-vous et conforme à mon attente,None,"7,5",Hotel,París," 8,2 "
Elodie,Francia,0,Fantástico,"Très bon accueil et sait faire plaisir aux clients
Café thé boissons dans la chambre offerts...
Très bien placé et super quartier
Dépôt des bagages avant de prendre notre chambre","WC très proche lavabo donc pas évident de circuler mais très bien quand même
Le matin au petit déjeuner nous n'avons pas pu profiter au maximum car la dame rangeait alors que nous arrivions pour prendre notre petit déjeuner","9,2",Hotel,París," 8,2 "
Paola,Francia,0,Fantástico,L accueil au Relais du Marais est irréprochable. Tout le personnel est au petit soin afin de facilter le séjour.,None,"9,0",Hotel,París," 8,2 "
Celine,Francia,0,Hôtel agréable,L’emplacement à proximité des stations Temple et République / la literie très confortable / l’accueil chaleureux et attentionné du personnel / la variété du petit-déjeuner,L’insonorisation des chambres est un peu faible,"8,3",Hotel,París," 8,2 "
Marie,Francia,0,très bon emplacement personnel très gentil,l'emplacement le prix et la gentillesse du personnel,None,"7,0",Hotel,París," 8,2 "
Elizabeth,Bélgica,0,Excepcional,"Très propre, super emplacement, le personnel est sympa!",None,"9,6",Hotel,París," 8,2 "
Eric,Francia,0,Muy bien,Très correct. Salle un peu petite.,None,"8,0",Hotel,París," 8,2 "
Stephanie,Francia,0,Fantástico,None,Hôtel très propre avec un personnel très sympathique. Un très bon buffet pour le petit déjeuner.,"9,0",Hotel,París," 8,2 "
Frédéric,Francia,0,Fantástico,chambre agréable et espace cosi bien aménagé. le personnel est très agréable.,rien à dire de ce cote là,"9,0",Hotel,París," 8,2 "
Alsa297,Francia,0,Bien,RAS,RAS,"7,0",Hotel,París," 8,2 "
Alain_latremblade,Francia,0,Bonne situation et tranquil,chambre bien equipée et calme. bonne literie. bon emplacement,"petit dejeuné : compliqué, manque de place dans la salle.... difficile d avoir une place et du coup difficile de prendre son temps","8,0",Hotel,París," 8,2 "
Baudry,Francia,0,chambre très agréable. pas de bruit. excellente literie,très bien. très bon. très bien situé,rien,"9,0",Hotel,París," 8,2 "
Hico,Francia,1,Fabuloso,L'emplacement et le directeur de l'hôtel est au petit soin. Pour notre première nuit il nous a offert le petit-déjeuner. Le petit-déjeuner est copieux.,Les remontées d'égout,"8,8",Hotel,París," 8,2 "
Jean,Francia,0,Petit Hotel qui a aménagé ses chambres de bonnes au dernier étage en appel d'offre pour Booking !,"Le calme, le petit déjeuner,","La chambre trop petite et la salle d'eau minuscule, wc dans celle ci et impossible d'accès pour une personne forte !","7,0",Hotel,París," 8,2 "
Lucien,Francia,0,Fantástico,l'accueil particulièrement chaleureux et le rapport qualitè prix,None,"9,0",Hotel,París," 8,2 "
Nathalie,Francia,0,Emplacement idéal,"Accueil , service et serviabilité 👍🏼
Emplacement parfait(sans grève bien sûr !)
Personnel disponible pour tout...
Possibilité de laisser ses bagages en attente du départ après le Check out + collation à disposition !!","Salle de bain exiguë.. impossible d’utiliser le lavabos!
Chambre minuscule!absence de rangement pour les valises
Tarif illisible (impossible de connaître le « vrai » tarif!
Attente au petit déjeuner parfois!! Terrasse inutilisable...(encombrée)","8,8",Hotel,París," 8,2 "
Thierry,Francia,1,Bon accueil et patron très sympa.,"Proposition d’un petit déjeuner gratuit
Bonne literie",Surface de la chambre au plus juste,"7,9",Hotel,París," 8,2 "
Thomas,Francia,0,"Hotel simple et efficace, les prestations sont à la hauteur du prix.","Nous étions dans le contexte des grèves, le personnel de l'accueil s'est démené pour nous trouver un transport afin que nous puissions prendre l'avion. La chambre est très bien par rapport au prix. Le nécessaire est la, à savoir la propreté et un aménagement moderne. Le double vitrage nous permettait de passer la nuit au calme et le chauffage est vraiment très très efficace.","Malgré que les chambres soient propres ce n'est pas le cas des pièces communes. La salle du petit déjeuner a un balcon que je qualifierais plutôt de débarras. Le petit déjeuner en lui même n'est pas extraordinaire, rien n'est fait maison (pancakes, crêpes etc..) le jus de fruit produit par la machine n'est pas bon. Cependant il faut prendre en compte le prix de l'hébergement qui très correcte par rapport à son emplacement et à ses chambres plus que correctes. Mais une amélioration du petit déjeuner serait la bienvenue.","7,0",Hotel,París," 8,2 "
Natacha,Bélgica,0,Bien,"Localisation excellente
Très bonne collaboration avec un parking à proximité 
Réception 24h/24
Qualité de la literie","Chambre et salle de bain exiguës
Cabine de douche à revoir 
Chambre 14 en face du petit déjeuner: bruyante","7,5",Hotel,París," 8,2 "
Andre,Francia,0,que du positif....,"« très bon établissement avec un Personnel serviable, a votre écoute,... tout ce qu'on attend d'un bon établissement.... »",sans objet,"9,0",Hotel,París," 8,2 "
David,Francia,0,Fantástico,"L’accueil du personnel, le rapport qualité prix",None,"9,2",Hotel,París," 8,2 "
Jacques,Francia,0,Fabuloso,Emplacement et accueil,None,"8,8",Hotel,París," 8,2 "
Jean-luc,Francia,0,Muy bien,"Bon niveau de prestations
Efficace",None,"8,0",Hotel,París," 8,2 "
Evelyne,Francia,0,Séjour très confort !,"Le personnel est très accueillant, chaleureux et à l’écoute, Jolie chambre moderne, propre et confortable, salle de bain moderne et fonctionnelle, très bon emplacement de l’hôtel.",RAS,"9,0",Hotel,París," 8,2 "
Jean,Francia,0,Bien,Emplacement.,Étroitesse de la chambre et de la salle d'eau,"7,9",Hotel,París," 8,2 "
Eric,Bélgica,1,Petit hôtel sympa,"L’hôtel est très bien situé...à 200m de la ""Place République""..et donc près de plusieurs lignes de métro. La chambre est assez petite mais pratique et confortable. L’hôtel est très propre, le personnel très accueillant. Le petit-déjeuner est correct.","A l'arrivée, on vous annonce que les boissons dans le frigo de la chambre ( 2 petites bouteilles d'eau, une cannette de Coca Cola et une cannette de Fanta) sont gratuites.... mais au départ, on vous facture 2 Euros la boisson... !","8,0",Hotel,París," 8,2 "
Claudedr,Francia,0,Un bon choix et un prix raisonnable pour Paris,Emplacement et accueil au top,rien,"9,6",Hotel,París," 8,2 "
Bollecker-fevre,Francia,0,Bon rapport qualité prix rien d'exceptionnel pour 3 étoiles,L'emplacement,Chambre très petite,"7,0",Hotel,París," 8,2 "
Bookingeuse,Francia,0,Satisfaisant,"Bonne literie, personnel sympathique.",Petits rafraichissements seraient à prévoir dans la salle de bain.,"7,9",Hotel,París," 8,2 "
Sophia,None,0,Muy bien,"L' accueil !!! La situation, la literie et le petit déjeuner au top!",l' étroitesse de la chambre mais pour une nuit cela est suffisant.,"8,0",Hotel,París," 8,2 "
Odile,Francia,1,Muy bien,Ma chambre était de taille correcte. Le lit était très confortable. Il y avait possibilité de prendre une boisson chaude dans la chambre.,Le lavabo de la chambre était minuscule.,"8,0",Hotel,París," 8,2 "
Sylvia,Francia,0,Hôtel très correct...,"L'amabilité du personnel 
La gentillesse du patron
La propreté
Le petit déjeuner 
L'emplacement dans un quartier vivant",Chambre et salle de bains trop petites...,"8,8",Hotel,París," 8,2 "
Simon,Francia,0,Fabuloso,L emplacement le personnel,None,"8,8",Hotel,París," 8,2 "
Valérie,Francia,0,Muy bien,"L'excellent accueil 
La literie",None,"8,3",Hotel,París," 8,2 "
Jocelyne,Suiza,0,Bien,L'accueil très chaleureux et souriant. Jolie chambre bien refaite et salle de bain moderne et fonctionnelle.,L'ascenseur sur-occupé à certaines heures. L'exiguïté de tout l'hôtel. Petit-déjeuner suffisant sans plus.,"7,0",Hotel,París," 8,2 "
Meriem,Marruecos,0,Bien,Le personnel est trop aimable et l'emplacement de l'hôtel est top,Les chambres sont trop petites,"7,9",Hotel,París," 8,2 "
Sylvain,Bélgica,0,bien pour une nuit mais pas plus,"l'emplacement et le personnel 
la boisson dans la chambre 
le lobby de l'hotel","la grandeur de la chambre et le manque de lumière j'avais une chambre cote cours 
l'encombrement dans les couloir par des drap au sol des essuies 
le coin exigu du petit déjeuner","7,0",Hotel,París," 8,2 "
Krokrole,Francia,0,Très bien,du choix,salle petite,"8,0",Hotel,París," 8,2 "
Camille,Francia,0,Très bien,"Décoration soignée, personnel très agréable, très bien situé",Bruyant mais avec des boules quiès c'est parfait!,"8,0",Hotel,París," 8,2 "
Sylvie,Francia,0,Bien je reviendrai,"La chambre au calme
Quartier central 
Accueil et service","La porte de la chambre lourde à manoeuvrer et fonctionne mal mais ce n'est qu un détail cat l'accueil et le service sont généreux et chaleureux 
Merci","9,0",Hotel,París," 8,2 "
Colette,Francia,0,Fantástico,"L'amabilité du personnel. L'emplacement.
Le calme de la chambre côté cour.",Rien de particulier,"9,2",Hotel,París," 8,2 "
Laurette,Francia,0,Fabuloso,Hôtel agréable et bien situé. Tout le nécessaire pour un court séjour.,None,"8,8",Hotel,París," 8,2 "
Isabelle,Francia,0,Muy bien,Super emplacement dans le marais et proche de la place de la République. Merci à toute l'équipe pour leur accueil chaleureux et attentionné. Le petit déjeuner est compris dans le prix de la chambre et il est très complet pour bien commencer la journée.,None,"8,3",Hotel,París," 8,2 "
Frédéric,Francia,0,très bine,"a deux pas de la place de la république. Propre, confortable et personnel sympathique","chambre très petite mais correspondant aux ""standards"" parisien","9,0",Hotel,París," 8,2 "
Isabelle,Bélgica,0,Simple mais central,L’accueil,"La chambre très petite, l’impossibilité d’ouvrir la fenêtre et la lumière du placard qui s est allumée à plusieurs reprises durant la nuit.","7,5",Hotel,París," 8,2 "
Serge,Francia,0,Excepcional,"Personnels souriants, très bien situé.
Petit déjeuner parfait",None,"9,6",Hotel,París," 8,2 "
Olivier,Francia,0,Fabuloso,Le personnel très sympa et la chambre clean et pratique.,La salle de petit-déjeuner,"8,8",Hotel,París," 8,2 "
Mariane,Francia,0,Muy bien,"L’hotel est très bien placé, tout a proximité de la place de la République.
La literie est très agréable.
Le buffet de petit dejeuner est bien fourni.
Le personnel est très accueillant et disponible.",None,"8,3",Hotel,París," 8,2 "
Didier,Francia,0,Excellent compromis rapport qualité/prix,"Accueil, petit déjeuner très copieux et proximité du métro et des restaurants. Literie et propreté de la chambre très appréciables. Eau + Jus d'orange inclus dans la chambre.",Rien,"8,3",Hotel,París," 8,2 "
Domingo,None,0,tres bien je reviendrais c'est sure.,"trop léger, pas assez de choix",None,"8,0",Hotel,París," 8,2 "
Jean-philippe,Francia,0,Fantástico,"Un personnel attentionné (du personnel d’accueil au directeur), à l’écoute et très professionnel.
Un rapport qualité/prix très compétitif et des gestes commerciaux appréciables (minibar gratuit dans la chambre, boissons offertes à l’accueil, taxe de séjour offerte).
Une excellente localisation","Le petit déjeuner est convenable sans plus et il est vrai que cette salle dédiée est très petite 
Les chambres demeurent standard et manquent (un peu) de chaleur","9,2",Hotel,París," 8,2 "
Bruno,Francia,0,un tres bon sejour dans un hotel bien place et un petit dej au top,"Super bien placé dans le quartier de république, un accueil et un personnel impeccable boissons mises à disposition petit dej copieux bref un tres bon plan.",On est à paris les chambres ne sont pas énormes mais je n’étais pas là pour autre chose que dormir donc cela m'allait parfaitement,"9,6",Hotel,París," 8,2 "
Mehdi,Francia,0,Fabuloso,L’emplacement est top,None,"8,8",Hotel,París," 8,2 "
Laure,Luxemburgo,0,Muy bien,"Joli quartier, belles boutiques et bonnes tables","La salle de petit-déjeuner est beaucoup trop petite pour la quantité de chambres.
Ne pas oublier les bouchons pour mettre ds les oreilles si vous aimez dormir fenêtre ouverte","8,3",Hotel,París," 8,2 "
Christophe,Francia,0,Bien,Personnel très agréable et serviable. Hotel très bien situé.,"Salle de petit déjeuner très petite et produits de qualité médiocre, mal présentés, produits de supermarchés emballés ( pain dans l'emballage, portions d'emmental emballé à l'unité, nutella...oeufs à la coque durs...) et en rupture 30mn avant la fin de l'horaire. Dommage.","7,0",Hotel,París," 8,2 "
Axel,Bélgica,0,Parfait pour un city-trip parisien !,"La situation est top (métro Temple à 20m, à 3' à pied de République, bar sympa en face La Favorite). Malgré tout quartier calme et agréable. 
Personnel hyper disponible et serviable (bouteilles d'eau offertes, taxes de séjour gentiment offertes, bagarie disponible avant l'heure du check-in, ...) 
Je recommande !",None,"9,0",Hotel,París," 8,2 "
Carole,Francia,0,Muy bien,Accueil très attentionné. Emplacement a proximité de la place de la République et ses transports en commun a 5mn a pieds. Chambre très petite mais propre. Literie confortable et neuve.,Petit déjeuner a volonté mais qualité des produits très moyenne.,"8,3",Hotel,París," 8,2 "
